state,pws_type,submission_year,epa_region_code,submission_quarter,primacy_agency,primary_source,pws_id,pws_name,season_start_date,season_end_date,activity_status,population,connections,first_reported,last_reported,owner_type,violation_code,violation_category,health_based,contaminant_code,major_violation,return_to_compliance_date,rule_name,violation_type,contaminant
KS,CWS,2024,7,3,Kansas,Surface water purchased,KS2016701,"LURAY, CITY OF",,,A,167,164,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010501,"LINCOLN, CITY OF",,,A,1181,648,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2009301,"LAKIN, CITY OF",,,A,2166,984,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2015505,"NICKERSON, CITY OF",,,A,1050,452,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2011308,"LINDSBORG, CITY OF",,,A,3496,1434,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-87,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2011308,"LINDSBORG, CITY OF",,,A,3496,1434,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-87,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Surface water,KS2016914,"SALINA, CITY OF",,,A,46481,20473,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Surface water purchased,KS2017328,EL PASO WATER COMPANY,,,A,25413,10230,4/13/1979,9/3/2024,Private,1,MCL,Y,1045,,30-Sep-86,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,23-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,10-Jul-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,14-Sep-01,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014502,"ROZEL, CITY OF",,,A,98,99,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,3-Apr-23,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,4-Apr-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010504,"BEVERLY, CITY OF",,,A,135,78,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,11-Feb-16,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,28-Jan-03,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-99,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-21,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-99,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-99,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,2-May-12,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,2-May-12,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,30-Jun-13,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,30-Jun-13,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,30-Jun-13,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-17,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,10-Apr-18,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2002701,"CLAY CENTER, CITY OF",,,A,4138,2100,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,24-Feb-09,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2008906,"BURR OAK, CITY OF",,,A,142,114,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Dec-19,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,13-Feb-15,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2012305,"GLEN ELDER, CITY OF",,,A,359,248,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,31-Mar-17,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,2,MCL,Y,1045,,1-Apr-91,Inorganic Chemicals,"Maximum Contaminant Level Violation, Average",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2002503,"ENGLEWOOD, CITY OF",,,A,54,50,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,17-Oct-07,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,23-Jul-03,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,31-Mar-20,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,10-Jul-03,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,14-Sep-01,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2007501,"COOLIDGE, CITY OF",,,A,78,71,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,3-Mar-15,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2015519,WEST HILLS SUBDIVISION,,,A,75,19,12/26/1991,9/3/2024,Private,3,MR,N,1045,Y,6-May-19,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,NTNCWS,2024,7,3,Kansas,Ground water,KS2100906,DOONAN SPECIALIZED TRAILER LLC,1-Jan,31-Dec,A,58,2,3/18/1980,9/3/2024,Private,3,MR,N,1045,Y,31-Jul-19,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,NTNCWS,2024,7,3,Kansas,Ground water,KS2100906,DOONAN SPECIALIZED TRAILER LLC,1-Jan,31-Dec,A,58,2,3/18/1980,9/3/2024,Private,3,MR,N,1045,Y,31-Jul-19,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,TNCWS,2024,7,3,Kansas,Ground water,KS2117106,CAMP LAKESIDE,1-Jan,31-Dec,A,25,10,3/3/1995,9/3/2024,Private,3,MR,N,1045,Y,29-Oct-03,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2019901,WALLACE CO RWD 1,,,A,165,107,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,6-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014701,"LOGAN, CITY OF",,,A,440,322,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,4-Apr-03,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2013701,"ALMENA, CITY OF",,,A,366,216,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,31-Dec-19,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2013701,"ALMENA, CITY OF",,,A,366,216,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,31-Dec-19,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005304,"KANOPOLIS, CITY OF",,,A,453,260,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,6-Mar-12,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2016509,RUSH CO RWD 1,,,A,150,131,1/22/1982,9/3/2024,Local government,3,MR,N,1045,Y,19-Jul-22,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2019304,"REXFORD, CITY OF",,,A,198,144,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,NTNCWS,2024,7,3,Kansas,Ground water,KS2111501,CENTRE HIGH SCHOOL,1-Jan,31-Dec,A,181,1,3/18/1980,9/3/2024,Local government,3,MR,N,1045,Y,14-May-12,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005536,WHITEHURST TRAILER PARK,,,A,176,62,8/22/1992,9/3/2024,Private,3,MR,N,1045,Y,31-Aug-17,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005536,WHITEHURST TRAILER PARK,,,A,176,62,8/22/1992,9/3/2024,Private,3,MR,N,1045,Y,20-Dec-23,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005121,COUNTRY VIEW MOBILE HOME PARK,,,A,125,50,4/13/1979,9/3/2024,Private,3,MR,N,1045,Y,31-Mar-20,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005121,COUNTRY VIEW MOBILE HOME PARK,,,A,125,50,4/13/1979,9/3/2024,Private,3,MR,N,1045,Y,31-Mar-20,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,NTNCWS,2024,7,3,Kansas,Ground water,KS2106711,SCOUT ENERGY MANAGEMENT LLC,1-Jan,31-Dec,A,197,9,5/25/2005,9/3/2024,Private,3,MR,N,1045,Y,5-May-08,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water purchased,KS2006504,"BOGUE, CITY OF",,,A,151,91,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2004105,"SOLOMON, CITY OF",,,A,993,509,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,6-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014905,"ONAGA, CITY OF",,,A,671,380,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,6-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2019903,"SHARON SPRINGS, CITY OF",,,A,744,439,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2011310,"INMAN, CITY OF",,,A,1316,613,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2005509,"HOLCOMB, CITY OF",,,A,2228,775,4/13/1979,9/3/2024,Local government,3,MR,N,1045,Y,31-Mar-20,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2011713,MARSHALL CO RWD 3,,,A,1228,599,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2010901,"OAKLEY, CITY OF",,,A,2026,1075,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,6-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2017901,"HOXIE, CITY OF",,,A,1218,676,4/13/1979,9/3/2024,Local government,3,MR,N,1045,N,4-Apr-05,Inorganic Chemicals,"Monitoring, Regular",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2014708,"GLADE, CITY OF",,,A,52,40,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2016307,"WOODSTON, CITY OF",,,A,95,87,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2006303,"GOVE, CITY OF",,,A,83,56,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2019902,"WALLACE, CITY OF",,,A,45,50,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2019902,"WALLACE, CITY OF",,,A,45,50,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2016503,"ALEXANDER, CITY OF",,,A,49,39,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
KS,CWS,2024,7,3,Kansas,Ground water,KS2016503,"ALEXANDER, CITY OF",,,A,49,39,4/13/1979,9/3/2024,Local government,1,MCL,Y,1045,,,Inorganic Chemicals,"Maximum Contaminant Level Violation, Single Sample",Selenium
